BO_ID;FEATURE_ID;MIN;MAX;categorial
3476;TARGET_GR;;;01
3477;DUR;6.0;12.0;
3477;EXP;0.17;0.18;
3477;AVP;0.0;0.25;
3477;PRIV;0.0;0.25;
3477;BALLOON;0.0;0.25;
3477;PD;0.01725;0.03271;
3477;LGD;0;1;
3477;CURRENCY;;;RUR
3477;PRODUCT;;;1-M813EC
3477;CREDIT_MODE;;;NKL
3477;CREDIT_INSTRUMENT;;;Credit
3477;TARGET_GR;;;01
3478;DUR;3.0;6.0;
3478;EXP;0.12;0.13;
3478;AVP;0.0;0.75;
3478;PRIV;0.5;0.75;
3478;BALLOON;0.5;0.75;
3478;PD;0.0;0.0048;
3478;LGD;0;1;
3478;CURRENCY;;;RUR
3478;PRODUCT;;;1-M813EC
3478;CREDIT_MODE;;;NKL
3478;CREDIT_INSTRUMENT;;;Credit
3478;TARGET_GR;;;01
3479;DUR;6.0;12.0;
3479;EXP;0.06;0.07;
3479;AVP;0.0;0.5;
3479;PRIV;0.25;0.5;
3479;BALLOON;0.25;0.5;
3479;PD;0.03271;0.06204;
3479;LGD;0;1;
3479;CURRENCY;;;RUR
3479;PRODUCT;;;1-M813EC
3479;CREDIT_MODE;;;NKL
3479;CREDIT_INSTRUMENT;;;Credit
3479;TARGET_GR;;;01
3480;DUR;6.0;12.0;
3480;EXP;0.2;0.21;
3480;AVP;0.0;0.75;
3480;PRIV;0.5;0.75;
3480;BALLOON;0.5;0.75;
3480;PD;0.0;0.0048;
3480;LGD;0;1;
3480;CURRENCY;;;RUR
3480;PRODUCT;;;1-M813EC
3480;CREDIT_MODE;;;NKL
3480;CREDIT_INSTRUMENT;;;Credit
3480;TARGET_GR;;;01
3481;DUR;3.0;6.0;
3481;EXP;0.05;0.06;
3481;AVP;0.0;0.75;
3481;PRIV;0.5;0.75;
3481;BALLOON;0.5;0.75;
3481;PD;0.0091;0.01725;
3481;LGD;0;1;
3481;CURRENCY;;;RUR
3481;PRODUCT;;;1-M813EC
3481;CREDIT_MODE;;;NKL
3481;CREDIT_INSTRUMENT;;;Credit
3481;TARGET_GR;;;01
3482;DUR;18.0;36.0;
3482;EXP;0.01;0.02;
3482;AVP;0.0;0.75;
3482;PRIV;0.5;0.75;
3482;BALLOON;0.5;0.75;
3482;PD;0.0091;0.01725;
3482;LGD;0;1;
3482;CURRENCY;;;RUR
3482;PRODUCT;;;1-M813EC
3482;CREDIT_MODE;;;NKL
3482;CREDIT_INSTRUMENT;;;Credit
3482;TARGET_GR;;;01
3483;DUR;3.0;6.0;
3483;EXP;0.02;0.03;
3483;AVP;0.0;0.5;
3483;PRIV;0.25;0.5;
3483;BALLOON;0.25;0.5;
3483;PD;0.03271;0.06204;
3483;LGD;0;1;
3483;CURRENCY;;;RUR
3483;PRODUCT;;;1-M813EC
3483;CREDIT_MODE;;;NKL
3483;CREDIT_INSTRUMENT;;;Credit
3483;TARGET_GR;;;01
3484;DUR;3.0;6.0;
3484;EXP;0.14;0.15;
3484;AVP;0.0;0.25;
3484;PRIV;0.0;0.25;
3484;BALLOON;0.0;0.25;
3484;PD;0.0091;0.01725;
3484;LGD;0;1;
3484;CURRENCY;;;RUR
3484;PRODUCT;;;1-M813EC
3484;CREDIT_MODE;;;NKL
3484;CREDIT_INSTRUMENT;;;Credit
3484;TARGET_GR;;;01
3485;DUR;3.0;6.0;
3485;EXP;0.09;0.1;
3485;AVP;0.0;0.25;
3485;PRIV;0.0;0.25;
3485;BALLOON;0.0;0.25;
3485;PD;0.01725;0.03271;
3485;LGD;0;1;
3485;CURRENCY;;;RUR
3485;PRODUCT;;;1-M813EC
3485;CREDIT_MODE;;;NKL
3485;CREDIT_INSTRUMENT;;;Credit
3485;TARGET_GR;;;01
3486;DUR;6.0;12.0;
3486;EXP;0.11;0.12;
3486;AVP;0.0;0.25;
3486;PRIV;0.0;0.25;
3486;BALLOON;0.0;0.25;
3486;PD;0.03271;0.06204;
3486;LGD;0;1;
3486;CURRENCY;;;RUR
3486;PRODUCT;;;1-M813EC
3486;CREDIT_MODE;;;NKL
3486;CREDIT_INSTRUMENT;;;Credit
3486;TARGET_GR;;;01
3487;DUR;6.0;12.0;
3487;EXP;0.07;0.08;
3487;AVP;0.0;0.75;
3487;PRIV;0.5;0.75;
3487;BALLOON;0.5;0.75;
3487;PD;0.01725;0.03271;
3487;LGD;0;1;
3487;CURRENCY;;;RUR
3487;PRODUCT;;;1-M813EC
3487;CREDIT_MODE;;;NKL
3487;CREDIT_INSTRUMENT;;;Credit
3487;TARGET_GR;;;01
3488;DUR;3.0;6.0;
3488;EXP;0.13;0.14;
3488;AVP;0.0;0.5;
3488;PRIV;0.25;0.5;
3488;BALLOON;0.25;0.5;
3488;PD;0.0048;0.0091;
3488;LGD;0;1;
3488;CURRENCY;;;RUR
3488;PRODUCT;;;1-M813EC
3488;CREDIT_MODE;;;NKL
3488;CREDIT_INSTRUMENT;;;Credit
3488;TARGET_GR;;;01
3489;DUR;3.0;6.0;
3489;EXP;0.05;0.06;
3489;AVP;0.0;0.5;
3489;PRIV;0.25;0.5;
3489;BALLOON;0.25;0.5;
3489;PD;0.01725;0.03271;
3489;LGD;0;1;
3489;CURRENCY;;;RUR
3489;PRODUCT;;;1-M813EC
3489;CREDIT_MODE;;;NKL
3489;CREDIT_INSTRUMENT;;;Credit
3489;TARGET_GR;;;01
3491;DUR;6.0;12.0;
3491;EXP;0.13;0.14;
3491;AVP;0.0;1.0;
3491;PRIV;0.75;1.0;
3491;BALLOON;0.75;1.0;
3491;PD;0.0;0.0048;
3491;LGD;0;1;
3491;CURRENCY;;;RUR
3491;PRODUCT;;;1-M813EC
3491;CREDIT_MODE;;;NKL
3491;CREDIT_INSTRUMENT;;;Credit
3491;TARGET_GR;;;01
3492;DUR;18.0;36.0;
3492;EXP;0.15;0.16;
3492;AVP;0.0;0.25;
3492;PRIV;0.0;0.25;
3492;BALLOON;0.0;0.25;
3492;PD;0.0;0.0048;
3492;LGD;0;1;
3492;CURRENCY;;;RUR
3492;PRODUCT;;;1-M813EC
3492;CREDIT_MODE;;;NKL
3492;CREDIT_INSTRUMENT;;;Credit
3492;TARGET_GR;;;01
3493;DUR;6.0;12.0;
3493;EXP;0.17;0.18;
3493;AVP;0.0;0.75;
3493;PRIV;0.5;0.75;
3493;BALLOON;0.5;0.75;
3493;PD;0.0048;0.0091;
3493;LGD;0;1;
3493;CURRENCY;;;RUR
3493;PRODUCT;;;1-M813EC
3493;CREDIT_MODE;;;NKL
3493;CREDIT_INSTRUMENT;;;Credit
3493;TARGET_GR;;;01
3494;DUR;6.0;12.0;
3494;EXP;0.17;0.18;
3494;AVP;0.0;0.5;
3494;PRIV;0.25;0.5;
3494;BALLOON;0.25;0.5;
3494;PD;0.0091;0.01725;
3494;LGD;0;1;
3494;CURRENCY;;;RUR
3494;PRODUCT;;;1-M813EC
3494;CREDIT_MODE;;;NKL
3494;CREDIT_INSTRUMENT;;;Credit
3494;TARGET_GR;;;01
3495;DUR;6.0;12.0;
3495;EXP;0.09;0.1;
3495;AVP;0.0;1.0;
3495;PRIV;0.75;1.0;
3495;BALLOON;0.75;1.0;
3495;PD;0.0048;0.0091;
3495;LGD;0;1;
3495;CURRENCY;;;RUR
3495;PRODUCT;;;1-M813EC
3495;CREDIT_MODE;;;NKL
3495;CREDIT_INSTRUMENT;;;Credit
3495;TARGET_GR;;;01
3496;DUR;18.0;36.0;
3496;EXP;0.05;0.06;
3496;AVP;0.0;0.5;
3496;PRIV;0.25;0.5;
3496;BALLOON;0.25;0.5;
3496;PD;0.0048;0.0091;
3496;LGD;0;1;
3496;CURRENCY;;;RUR
3496;PRODUCT;;;1-M813EC
3496;CREDIT_MODE;;;NKL
3496;CREDIT_INSTRUMENT;;;Credit
3496;TARGET_GR;;;01
3497;DUR;18.0;36.0;
3497;EXP;0.05;0.06;
3497;AVP;0.0;0.25;
3497;PRIV;0.0;0.25;
3497;BALLOON;0.0;0.25;
3497;PD;0.0091;0.01725;
3497;LGD;0;1;
3497;CURRENCY;;;RUR
3497;PRODUCT;;;1-M813EC
3497;CREDIT_MODE;;;NKL
3497;CREDIT_INSTRUMENT;;;Credit
3497;TARGET_GR;;;01
3498;DUR;18.0;36.0;
3498;EXP;0.03;0.04;
3498;AVP;0.0;0.25;
3498;PRIV;0.0;0.25;
3498;BALLOON;0.0;0.25;
3498;PD;0.0048;0.0091;
3498;LGD;0;1;
3498;CURRENCY;;;RUR
3498;PRODUCT;;;1-M813EC
3498;CREDIT_MODE;;;NKL
3498;CREDIT_INSTRUMENT;;;Credit
3498;TARGET_GR;;;01
3499;DUR;6.0;12.0;
3499;EXP;0.04;0.05;
3499;AVP;0.0;0.25;
3499;PRIV;0.0;0.25;
3499;BALLOON;0.0;0.25;
3499;PD;0.03271;0.06204;
3499;LGD;0;1;
3499;CURRENCY;;;RUR
3499;PRODUCT;;;1-M813EC
3499;CREDIT_MODE;;;NKL
3499;CREDIT_INSTRUMENT;;;Credit
3499;TARGET_GR;;;01
3500;DUR;6.0;12.0;
3500;EXP;0.0;0.01;
3500;AVP;0.0;0.5;
3500;PRIV;0.25;0.5;
3500;BALLOON;0.25;0.5;
3500;PD;0.0;0.0048;
3500;LGD;0;1;
3500;CURRENCY;;;RUR
3500;PRODUCT;;;1-M813EC
3500;CREDIT_MODE;;;NKL
3500;CREDIT_INSTRUMENT;;;Credit
3500;TARGET_GR;;;01
3501;DUR;6.0;12.0;
3501;EXP;0.0;0.01;
3501;AVP;0.0;0.5;
3501;PRIV;0.25;0.5;
3501;BALLOON;0.25;0.5;
3501;PD;0.01725;0.03271;
3501;LGD;0;1;
3501;CURRENCY;;;RUR
3501;PRODUCT;;;1-M813EC
3501;CREDIT_MODE;;;NKL
3501;CREDIT_INSTRUMENT;;;Credit
3501;TARGET_GR;;;01
3502;DUR;3.0;6.0;
3502;EXP;0.0;0.01;
3502;AVP;0.0;0.5;
3502;PRIV;0.25;0.5;
3502;BALLOON;0.25;0.5;
3502;PD;0.0048;0.0091;
3502;LGD;0;1;
3502;CURRENCY;;;RUR
3502;PRODUCT;;;1-M813EC
3502;CREDIT_MODE;;;NKL
3502;CREDIT_INSTRUMENT;;;Credit
3502;TARGET_GR;;;01
3503;DUR;6.0;12.0;
3503;EXP;0.04;0.05;
3503;AVP;0.0;0.25;
3503;PRIV;0.0;0.25;
3503;BALLOON;0.0;0.25;
3503;PD;0.0048;0.0091;
3503;LGD;0;1;
3503;CURRENCY;;;RUR
3503;PRODUCT;;;1-M813EC
3503;CREDIT_MODE;;;NKL
3503;CREDIT_INSTRUMENT;;;Credit
3503;TARGET_GR;;;01
3504;DUR;6.0;12.0;
3504;EXP;0.02;0.03;
3504;AVP;0.0;0.5;
3504;PRIV;0.25;0.5;
3504;BALLOON;0.25;0.5;
3504;PD;0.0048;0.0091;
3504;LGD;0;1;
3504;CURRENCY;;;RUR
3504;PRODUCT;;;1-M813EC
3504;CREDIT_MODE;;;NKL
3504;CREDIT_INSTRUMENT;;;Credit
3504;TARGET_GR;;;01
3505;DUR;6.0;12.0;
3505;EXP;0.01;0.02;
3505;AVP;0.0;0.75;
3505;PRIV;0.5;0.75;
3505;BALLOON;0.5;0.75;
3505;PD;0.0048;0.0091;
3505;LGD;0;1;
3505;CURRENCY;;;RUR
3505;PRODUCT;;;1-M813EC
3505;CREDIT_MODE;;;NKL
3505;CREDIT_INSTRUMENT;;;Credit
3505;TARGET_GR;;;01
3506;DUR;6.0;12.0;
3506;EXP;0.02;0.03;
3506;AVP;0.0;0.75;
3506;PRIV;0.5;0.75;
3506;BALLOON;0.5;0.75;
3506;PD;0.0;0.0048;
3506;LGD;0;1;
3506;CURRENCY;;;RUR
3506;PRODUCT;;;1-M813EC
3506;CREDIT_MODE;;;NKL
3506;CREDIT_INSTRUMENT;;;Credit
3506;TARGET_GR;;;01
3507;DUR;18.0;36.0;
3507;EXP;0.0;0.01;
3507;AVP;0.0;0.25;
3507;PRIV;0.0;0.25;
3507;BALLOON;0.0;0.25;
3507;PD;0.0;0.0048;
3507;LGD;0;1;
3507;CURRENCY;;;RUR
3507;PRODUCT;;;1-M813EC
3507;CREDIT_MODE;;;NKL
3507;CREDIT_INSTRUMENT;;;Credit
3507;TARGET_GR;;;01
3508;DUR;6.0;12.0;
3508;EXP;0.07;0.08;
3508;AVP;0.0;0.25;
3508;PRIV;0.0;0.25;
3508;BALLOON;0.0;0.25;
3508;PD;0.0;0.0048;
3508;LGD;0;1;
3508;CURRENCY;;;RUR
3508;PRODUCT;;;1-M813EC
3508;CREDIT_MODE;;;NKL
3508;CREDIT_INSTRUMENT;;;Credit
3508;TARGET_GR;;;01
3509;DUR;6.0;12.0;
3509;EXP;0.02;0.03;
3509;AVP;0.0;0.25;
3509;PRIV;0.0;0.25;
3509;BALLOON;0.0;0.25;
3509;PD;0.0091;0.01725;
3509;LGD;0;1;
3509;CURRENCY;;;RUR
3509;PRODUCT;;;1-M813EC
3509;CREDIT_MODE;;;NKL
3509;CREDIT_INSTRUMENT;;;Credit
3509;TARGET_GR;;;01
3510;DUR;6.0;12.0;
3510;EXP;0.01;0.02;
3510;AVP;0.0;0.5;
3510;PRIV;0.25;0.5;
3510;BALLOON;0.25;0.5;
3510;PD;0.0091;0.01725;
3510;LGD;0;1;
3510;CURRENCY;;;RUR
3510;PRODUCT;;;1-M813EC
3510;CREDIT_MODE;;;NKL
3510;CREDIT_INSTRUMENT;;;Credit
3510;TARGET_GR;;;01
3511;DUR;6.0;12.0;
3511;EXP;0.04;0.05;
3511;AVP;0.0;0.5;
3511;PRIV;0.25;0.5;
3511;BALLOON;0.25;0.5;
3511;PD;0.0;0.0048;
3511;LGD;0;1;
3511;CURRENCY;;;RUR
3511;PRODUCT;;;1-M813EC
3511;CREDIT_MODE;;;NKL
3511;CREDIT_INSTRUMENT;;;Credit
3511;TARGET_GR;;;01
3512;DUR;3.0;6.0;
3512;EXP;0.01;0.02;
3512;AVP;0.0;0.5;
3512;PRIV;0.25;0.5;
3512;BALLOON;0.25;0.5;
3512;PD;0.0;0.0048;
3512;LGD;0;1;
3512;CURRENCY;;;RUR
3512;PRODUCT;;;1-M813EC
3512;CREDIT_MODE;;;NKL
3512;CREDIT_INSTRUMENT;;;Credit
3512;TARGET_GR;;;01
3513;DUR;6.0;12.0;
3513;EXP;0.08;0.09;
3513;AVP;0.0;0.25;
3513;PRIV;0.0;0.25;
3513;BALLOON;0.0;0.25;
3513;PD;0.0;0.0048;
3513;LGD;0;1;
3513;CURRENCY;;;RUR
3513;PRODUCT;;;1-M813EC
3513;CREDIT_MODE;;;NKL
3513;CREDIT_INSTRUMENT;;;Credit
3513;TARGET_GR;;;01
3514;DUR;6.0;12.0;
3514;EXP;0.0;0.01;
3514;AVP;0.0;0.25;
3514;PRIV;0.0;0.25;
3514;BALLOON;0.0;0.25;
3514;PD;0.03271;0.06204;
3514;LGD;0;1;
3514;CURRENCY;;;RUR
3514;PRODUCT;;;1-M813EC
3514;CREDIT_MODE;;;NKL
3514;CREDIT_INSTRUMENT;;;Credit
3514;TARGET_GR;;;01
3515;DUR;6.0;12.0;
3515;EXP;0.01;0.02;
3515;AVP;0.0;0.25;
3515;PRIV;0.0;0.25;
3515;BALLOON;0.0;0.25;
3515;PD;0.01725;0.03271;
3515;LGD;0;1;
3515;CURRENCY;;;RUR
3515;PRODUCT;;;1-M813EC
3515;CREDIT_MODE;;;NKL
3515;CREDIT_INSTRUMENT;;;Credit
3515;TARGET_GR;;;01
3516;DUR;6.0;12.0;
3516;EXP;0.0;0.01;
3516;AVP;0.0;1.0;
3516;PRIV;0.75;1.0;
3516;BALLOON;0.75;1.0;
3516;PD;0.0;0.0048;
3516;LGD;0;1;
3516;CURRENCY;;;RUR
3516;PRODUCT;;;1-M813EC
3516;CREDIT_MODE;;;NKL
3516;CREDIT_INSTRUMENT;;;Credit
3516;TARGET_GR;;;01
3517;DUR;6.0;12.0;
3517;EXP;0.05;0.06;
3517;AVP;0.0;0.25;
3517;PRIV;0.0;0.25;
3517;BALLOON;0.0;0.25;
3517;PD;0.0048;0.0091;
3517;LGD;0;1;
3517;CURRENCY;;;RUR
3517;PRODUCT;;;1-M813EC
3517;CREDIT_MODE;;;NKL
3517;CREDIT_INSTRUMENT;;;Credit
3517;TARGET_GR;;;01
3518;DUR;3.0;6.0;
3518;EXP;0.03;0.04;
3518;AVP;0.0;0.25;
3518;PRIV;0.0;0.25;
3518;BALLOON;0.0;0.25;
3518;PD;0.0;0.0048;
3518;LGD;0;1;
3518;CURRENCY;;;RUR
3518;PRODUCT;;;1-M813EC
3518;CREDIT_MODE;;;NKL
3518;CREDIT_INSTRUMENT;;;Credit
3518;TARGET_GR;;;01
3519;DUR;6.0;12.0;
3519;EXP;0.09;0.1;
3519;AVP;0.0;0.25;
3519;PRIV;0.0;0.25;
3519;BALLOON;0.0;0.25;
3519;PD;0.0;0.0048;
3519;LGD;0;1;
3519;CURRENCY;;;RUR
3519;PRODUCT;;;1-M813EC
3519;CREDIT_MODE;;;NKL
3519;CREDIT_INSTRUMENT;;;Credit
3519;TARGET_GR;;;01
3520;DUR;6.0;12.0;
3520;EXP;0.05;0.06;
3520;AVP;0.0;0.5;
3520;PRIV;0.25;0.5;
3520;BALLOON;0.25;0.5;
3520;PD;0.0;0.0048;
3520;LGD;0;1;
3520;CURRENCY;;;RUR
3520;PRODUCT;;;1-M813EC
3520;CREDIT_MODE;;;NKL
3520;CREDIT_INSTRUMENT;;;Credit
3520;TARGET_GR;;;01
3521;DUR;6.0;12.0;
3521;EXP;0.03;0.04;
3521;AVP;0.0;0.5;
3521;PRIV;0.25;0.5;
3521;BALLOON;0.25;0.5;
3521;PD;0.0048;0.0091;
3521;LGD;0;1;
3521;CURRENCY;;;RUR
3521;PRODUCT;;;1-M813EC
3521;CREDIT_MODE;;;NKL
3521;CREDIT_INSTRUMENT;;;Credit
3521;TARGET_GR;;;01
3522;DUR;6.0;12.0;
3522;EXP;0.03;0.04;
3522;AVP;0.0;0.75;
3522;PRIV;0.5;0.75;
3522;BALLOON;0.5;0.75;
3522;PD;0.0;0.0048;
3522;LGD;0;1;
3522;CURRENCY;;;RUR
3522;PRODUCT;;;1-M813EC
3522;CREDIT_MODE;;;NKL
3522;CREDIT_INSTRUMENT;;;Credit
3522;TARGET_GR;;;01
3523;DUR;6.0;12.0;
3523;EXP;0.03;0.04;
3523;AVP;0.0;0.25;
3523;PRIV;0.0;0.25;
3523;BALLOON;0.0;0.25;
3523;PD;0.0091;0.01725;
3523;LGD;0;1;
3523;CURRENCY;;;RUR
3523;PRODUCT;;;1-M813EC
3523;CREDIT_MODE;;;NKL
3523;CREDIT_INSTRUMENT;;;Credit
3523;TARGET_GR;;;01
3524;DUR;3.0;6.0;
3524;EXP;0.0;0.01;
3524;AVP;0.0;0.75;
3524;PRIV;0.5;0.75;
3524;BALLOON;0.5;0.75;
3524;PD;0.0048;0.0091;
3524;LGD;0;1;
3524;CURRENCY;;;RUR
3524;PRODUCT;;;1-M813EC
3524;CREDIT_MODE;;;NKL
3524;CREDIT_INSTRUMENT;;;Credit
3524;TARGET_GR;;;01
3525;DUR;6.0;12.0;
3525;EXP;0.06;0.07;
3525;AVP;0.0;0.25;
3525;PRIV;0.0;0.25;
3525;BALLOON;0.0;0.25;
3525;PD;0.0048;0.0091;
3525;LGD;0;1;
3525;CURRENCY;;;RUR
3525;PRODUCT;;;1-M813EC
3525;CREDIT_MODE;;;NKL
3525;CREDIT_INSTRUMENT;;;Credit
3525;TARGET_GR;;;01
3526;DUR;6.0;12.0;
3526;EXP;0.0;0.01;
3526;AVP;0.0;0.75;
3526;PRIV;0.5;0.75;
3526;BALLOON;0.5;0.75;
3526;PD;0.01725;0.03271;
3526;LGD;0;1;
3526;CURRENCY;;;RUR
3526;PRODUCT;;;1-M813EC
3526;CREDIT_MODE;;;NKL
3526;CREDIT_INSTRUMENT;;;Credit
3526;TARGET_GR;;;01
3527;DUR;3.0;6.0;
3527;EXP;0.04;0.05;
3527;AVP;0.0;0.25;
3527;PRIV;0.0;0.25;
3527;BALLOON;0.0;0.25;
3527;PD;0.0;0.0048;
3527;LGD;0;1;
3527;CURRENCY;;;RUR
3527;PRODUCT;;;1-M813EC
3527;CREDIT_MODE;;;NKL
3527;CREDIT_INSTRUMENT;;;Credit
3527;TARGET_GR;;;01
3528;DUR;3.0;6.0;
3528;EXP;0.02;0.03;
3528;AVP;0.0;0.25;
3528;PRIV;0.0;0.25;
3528;BALLOON;0.0;0.25;
3528;PD;0.0;0.0048;
3528;LGD;0;1;
3528;CURRENCY;;;RUR
3528;PRODUCT;;;1-M813EC
3528;CREDIT_MODE;;;NKL
3528;CREDIT_INSTRUMENT;;;Credit
3528;TARGET_GR;;;01
3529;DUR;6.0;12.0;
3529;EXP;0.1;0.11;
3529;AVP;0.0;0.25;
3529;PRIV;0.0;0.25;
3529;BALLOON;0.0;0.25;
3529;PD;0.0;0.0048;
3529;LGD;0;1;
3529;CURRENCY;;;RUR
3529;PRODUCT;;;1-M813EC
3529;CREDIT_MODE;;;NKL
3529;CREDIT_INSTRUMENT;;;Credit
3529;TARGET_GR;;;01
3530;DUR;3.0;6.0;
3530;EXP;0.01;0.02;
3530;AVP;0.0;0.25;
3530;PRIV;0.0;0.25;
3530;BALLOON;0.0;0.25;
3530;PD;0.0048;0.0091;
3530;LGD;0;1;
3530;CURRENCY;;;RUR
3530;PRODUCT;;;1-M813EC
3530;CREDIT_MODE;;;NKL
3530;CREDIT_INSTRUMENT;;;Credit
3530;TARGET_GR;;;01
3531;DUR;6.0;12.0;
3531;EXP;0.06;0.07;
3531;AVP;0.0;0.25;
3531;PRIV;0.0;0.25;
3531;BALLOON;0.0;0.25;
3531;PD;0.0;0.0048;
3531;LGD;0;1;
3531;CURRENCY;;;RUR
3531;PRODUCT;;;1-M813EC
3531;CREDIT_MODE;;;NKL
3531;CREDIT_INSTRUMENT;;;Credit
3531;TARGET_GR;;;01
3532;DUR;3.0;6.0;
3532;EXP;0.0;0.01;
3532;AVP;0.0;0.25;
3532;PRIV;0.0;0.25;
3532;BALLOON;0.0;0.25;
3532;PD;0.0;0.0048;
3532;LGD;0;1;
3532;CURRENCY;;;RUR
3532;PRODUCT;;;1-M813EC
3532;CREDIT_MODE;;;NKL
3532;CREDIT_INSTRUMENT;;;Credit
3532;TARGET_GR;;;01
3533;DUR;6.0;12.0;
3533;EXP;0.0;0.01;
3533;AVP;0.0;0.25;
3533;PRIV;0.0;0.25;
3533;BALLOON;0.0;0.25;
3533;PD;0.0048;0.0091;
3533;LGD;0;1;
3533;CURRENCY;;;RUR
3533;PRODUCT;;;1-M813EC
3533;CREDIT_MODE;;;NKL
3533;CREDIT_INSTRUMENT;;;Credit
3533;TARGET_GR;;;01
3534;DUR;6.0;12.0;
3534;EXP;0.01;0.02;
3534;AVP;0.0;0.25;
3534;PRIV;0.0;0.25;
3534;BALLOON;0.0;0.25;
3534;PD;0.0;0.0048;
3534;LGD;0;1;
3534;CURRENCY;;;RUR
3534;PRODUCT;;;1-M813EC
3534;CREDIT_MODE;;;NKL
3534;CREDIT_INSTRUMENT;;;Credit
3534;TARGET_GR;;;01
3535;DUR;6.0;12.0;
3535;EXP;0.0;0.01;
3535;AVP;0.0;0.5;
3535;PRIV;0.25;0.5;
3535;BALLOON;0.25;0.5;
3535;PD;0.0048;0.0091;
3535;LGD;0;1;
3535;CURRENCY;;;RUR
3535;PRODUCT;;;1-M813EC
3535;CREDIT_MODE;;;NKL
3535;CREDIT_INSTRUMENT;;;Credit
3535;TARGET_GR;;;01
3536;DUR;6.0;12.0;
3536;EXP;0.0;0.01;
3536;AVP;0.0;0.25;
3536;PRIV;0.0;0.25;
3536;BALLOON;0.0;0.25;
3536;PD;0.0091;0.01725;
3536;LGD;0;1;
3536;CURRENCY;;;RUR
3536;PRODUCT;;;1-M813EC
3536;CREDIT_MODE;;;NKL
3536;CREDIT_INSTRUMENT;;;Credit
3536;TARGET_GR;;;01
3537;DUR;6.0;12.0;
3537;EXP;0.0;0.01;
3537;AVP;0.0;0.75;
3537;PRIV;0.5;0.75;
3537;BALLOON;0.5;0.75;
3537;PD;0.0;0.0048;
3537;LGD;0;1;
3537;CURRENCY;;;RUR
3537;PRODUCT;;;1-M813EC
3537;CREDIT_MODE;;;NKL
3537;CREDIT_INSTRUMENT;;;Credit
3537;TARGET_GR;;;01
3538;DUR;6.0;12.0;
3538;EXP;0.01;0.02;
3538;AVP;0.0;0.25;
3538;PRIV;0.0;0.25;
3538;BALLOON;0.0;0.25;
3538;PD;0.0048;0.0091;
3538;LGD;0;1;
3538;CURRENCY;;;RUR
3538;PRODUCT;;;1-M813EC
3538;CREDIT_MODE;;;NKL
3538;CREDIT_INSTRUMENT;;;Credit
3538;TARGET_GR;;;01
3539;DUR;6.0;12.0;
3539;EXP;0.02;0.03;
3539;AVP;0.0;0.25;
3539;PRIV;0.0;0.25;
3539;BALLOON;0.0;0.25;
3539;PD;0.0;0.0048;
3539;LGD;0;1;
3539;CURRENCY;;;RUR
3539;PRODUCT;;;1-M813EC
3539;CREDIT_MODE;;;NKL
3539;CREDIT_INSTRUMENT;;;Credit
3539;TARGET_GR;;;01
3540;DUR;6.0;12.0;
3540;EXP;0.0;0.01;
3540;AVP;0.0;0.75;
3540;PRIV;0.5;0.75;
3540;BALLOON;0.5;0.75;
3540;PD;0.0048;0.0091;
3540;LGD;0;1;
3540;CURRENCY;;;RUR
3540;PRODUCT;;;1-M813EC
3540;CREDIT_MODE;;;NKL
3540;CREDIT_INSTRUMENT;;;Credit
3540;TARGET_GR;;;01
3541;DUR;6.0;12.0;
3541;EXP;0.01;0.02;
3541;AVP;0.0;0.5;
3541;PRIV;0.25;0.5;
3541;BALLOON;0.25;0.5;
3541;PD;0.0;0.0048;
3541;LGD;0;1;
3541;CURRENCY;;;RUR
3541;PRODUCT;;;1-M813EC
3541;CREDIT_MODE;;;NKL
3541;CREDIT_INSTRUMENT;;;Credit
3541;TARGET_GR;;;01
3542;DUR;6.0;12.0;
3542;EXP;0.03;0.04;
3542;AVP;0.0;0.25;
3542;PRIV;0.0;0.25;
3542;BALLOON;0.0;0.25;
3542;PD;0.0;0.0048;
3542;LGD;0;1;
3542;CURRENCY;;;RUR
3542;PRODUCT;;;1-M813EC
3542;CREDIT_MODE;;;NKL
3542;CREDIT_INSTRUMENT;;;Credit
3542;TARGET_GR;;;01
3543;DUR;3.0;6.0;
3543;EXP;0.0;0.01;
3543;AVP;0.0;0.25;
3543;PRIV;0.0;0.25;
3543;BALLOON;0.0;0.25;
3543;PD;0.0048;0.0091;
3543;LGD;0;1;
3543;CURRENCY;;;RUR
3543;PRODUCT;;;1-M813EC
3543;CREDIT_MODE;;;NKL
3543;CREDIT_INSTRUMENT;;;Credit
3543;TARGET_GR;;;01
3544;DUR;6.0;12.0;
3544;EXP;0.0;0.01;
3544;AVP;0.0;0.5;
3544;PRIV;0.25;0.5;
3544;BALLOON;0.25;0.5;
3544;PD;0.0091;0.01725;
3544;LGD;0;1;
3544;CURRENCY;;;RUR
3544;PRODUCT;;;1-M813EC
3544;CREDIT_MODE;;;NKL
3544;CREDIT_INSTRUMENT;;;Credit
3544;TARGET_GR;;;01
3545;DUR;3.0;6.0;
3545;EXP;0.01;0.02;
3545;AVP;0.0;0.25;
3545;PRIV;0.0;0.25;
3545;BALLOON;0.0;0.25;
3545;PD;0.0;0.0048;
3545;LGD;0;1;
3545;CURRENCY;;;RUR
3545;PRODUCT;;;1-M813EC
3545;CREDIT_MODE;;;NKL
3545;CREDIT_INSTRUMENT;;;Credit
3545;TARGET_GR;;;01
3546;DUR;3.0;6.0;
3546;EXP;0.0;0.01;
