BO_ID;CLUST_ID;BO_QUALITY
1650;CORP_CRED;0.0
1651;CORP_CRED;0.0
1652;CORP_CRED;0.0003
1653;CORP_CRED;0.0
1654;CORP_CRED;0.0
1655;CORP_CRED;0.0
1656;CORP_CRED;0.0
1657;CORP_CRED;0.0003
1658;CORP_CRED;0.0003
1666;CORP_CRED;0.0
1667;CORP_CRED;0.0
1668;CORP_CRED;0.0003
1669;CORP_CRED;0.0
1670;CORP_CRED;0.0
1671;CORP_CRED;0.0003
1672;CORP_CRED;0.0
1673;CORP_CRED;0.0
1674;CORP_CRED;0.0008
1675;CORP_CRED;0.0
1676;CORP_CRED;0.0
1677;CORP_CRED;0.0
1678;CORP_CRED;0.0
1679;CORP_CRED;0.0003
1680;CORP_CRED;0.0
1681;CORP_CRED;0.0
1682;CORP_CRED;0.0
1683;CORP_CRED;0.0
1684;CORP_CRED;0.0
1685;CORP_CRED;0.0
1686;CORP_CRED;0.0003
1687;CORP_CRED;0.0
1688;CORP_CRED;0.0003
1689;CORP_CRED;0.0003
1690;CORP_CRED;0.0
1691;CORP_CRED;0.0016
1692;CORP_CRED;0.0003
1693;CORP_CRED;0.0003
1694;CORP_CRED;0.0003
1695;CORP_CRED;0.0003
1696;CORP_CRED;0.0
1697;CORP_CRED;0.0003
1698;CORP_CRED;0.0
1699;CORP_CRED;0.0
1700;CORP_CRED;0.0
1701;CORP_CRED;0.0
1702;CORP_CRED;0.0
1703;CORP_CRED;0.0
1704;CORP_CRED;0.0
1705;CORP_CRED;0.0
1706;CORP_CRED;0.0
1707;CORP_CRED;0.0016
1708;CORP_CRED;0.0003
1709;CORP_CRED;0.0
1710;CORP_CRED;0.0
1711;CORP_CRED;0.0
1712;CORP_CRED;0.0
